URL,Mapa_Num,Mapa,Jogador,Time,Agente,R,ACS,K,D,A,+/-,KAST,ADR,HS%,FK,FD,+/-_FK_FD
https://www.vlr.gg/596398/loud-vs-cloud9-vct-2026-americas-kickoff-ur1,2,Abyss,Darker,LOUD,Astra,0.95,166,15,16,8,-1,75,101,31,1,3,-2
https://www.vlr.gg/596398/loud-vs-cloud9-vct-2026-americas-kickoff-ur1,2,Abyss,pANcada,LOUD,Harbor,0.81,114,11,13,9,-2,79,66,63,1,1,0
https://www.vlr.gg/596398/loud-vs-cloud9-vct-2026-americas-kickoff-ur1,2,Abyss,cauanzin,LOUD,Sova,0.73,166,13,20,8,-7,67,116,29,0,5,-5
https://www.vlr.gg/596398/loud-vs-cloud9-vct-2026-americas-kickoff-ur1,2,Abyss,Virtyy,LOUD,Yoru,0.69,170,13,19,3,-6,63,113,21,4,3,1
https://www.vlr.gg/596398/loud-vs-cloud9-vct-2026-americas-kickoff-ur1,2,Abyss,penny,C9,Veto,1.26,214,19,14,7,5,83,151,26,3,5,-2
https://www.vlr.gg/596398/loud-vs-cloud9-vct-2026-americas-kickoff-ur1,2,Abyss,Xeppaa,C9,Sova,1.15,213,19,14,6,5,79,137,29,0,0,0
https://www.vlr.gg/596398/loud-vs-cloud9-vct-2026-americas-kickoff-ur1,2,Abyss,v1c,C9,Astra,1.07,219,17,16,8,1,83,124,22,5,1,4
https://www.vlr.gg/596398/loud-vs-cloud9-vct-2026-americas-kickoff-ur1,2,Abyss,Zellsis,C9,Breach,0.9,161,12,17,13,-5,96,101,29,2,0,2
https://www.vlr.gg/596398/loud-vs-cloud9-vct-2026-americas-kickoff-ur1,2,Abyss,OXY,C9,Waylay,0.84,190,17,18,2,-1,63,122,44,4,4,0
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,0,Abyss,Rossy,ENVY,Omen,1.04,204,17,14,5,3,73,124,27,2,0,2
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,0,Abyss,Inspire,ENVY,Viper,1.03,232,17,17,1,0,64,148,25,3,2,1
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,0,Abyss,keznit,ENVY,Iso,0.94,173,12,15,4,-3,77,111,37,3,3,0
