URL,Mapa_Num,Mapa,Jogador,Time,Agente,R,ACS,K,D,A,+/-,KAST,ADR,HS%,FK,FD,+/-_FK_FD
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,0,Abyss,Eggsterr,ENVY,Yoru,0.82,185,15,16,1,-1,64,112,27,2,3,-1
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,0,Abyss,P0PPIN,ENVY,Sova,0.3,72,5,17,3,-12,59,59,18,1,3,-2
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,0,Abyss,dgzin,EG,Yoru,1.54,261,22,11,1,11,73,163,20,4,3,1
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,0,Abyss,bao,EG,Veto,1.42,267,20,13,7,7,68,176,37,4,4,0
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,0,Abyss,Okeanos,EG,Breach,1.03,178,15,15,12,0,77,114,39,0,1,-1
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,0,Abyss,C0M,EG,Sova,0.99,177,14,14,7,0,77,133,24,2,3,-1
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,0,Abyss,supamen,EG,Astra,0.7,116,8,14,8,-6,73,76,38,1,0,1
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,1,AllMaps,Eggsterr,ENVY,Yoru,1.2,240,63,43,9,20,73,144,29,8,5,3
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,1,AllMaps,Inspire,ENVY,Viper,1.1,224,53,45,11,8,69,142,33,8,9,-1
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,1,AllMaps,Rossy,ENVY,Omen,1.09,206,49,44,23,5,76,133,28,5,1,4
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,1,AllMaps,keznit,ENVY,Iso,0.96,185,43,45,14,-2,78,124,35,8,11,-3
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,1,AllMaps,P0PPIN,ENVY,Sova,0.62,121,27,46,18,-19,70,80,21,5,7,-2
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,1,AllMaps,dgzin,EG,Yoru,1.04,206,50,47,11,3,64,136,31,10,8,2
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,1,AllMaps,Okeanos,EG,Breach,1.01,216,54,50,17,4,67,146,32,7,9,-2
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,1,AllMaps,supamen,EG,Astra,0.98,177,39,43,21,-4,73,120,32,8,2,6
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,1,AllMaps,bao,EG,Veto,0.97,189,40,48,24,-8,66,123,29,5,9,-4
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,1,AllMaps,C0M,EG,Sova,0.9,163,40,48,22,-8,72,109,21,3,6,-3
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,2,Corrode,Rossy,ENVY,Omen,1.35,228,19,15,11,4,78,142,28,0,0,0
https://www.vlr.gg/596399/envy-vs-evil-geniuses-vct-2026-americas-kickoff-ur1,2,Corrode,Eggsterr,ENVY,Yoru,1.16,204,20,14,3,6,74,125,27,4,1,3
