Mapa,Jogador,Time,Agente,R,ACS,K,D,A,+/-,KAST,ADR,HS%,FK,FD,+/-_FK_FD,Time1,Score_T1,Time2,Score_T2,target,Impacto_Ofensivo,Impacto_Suporte,Impacto_Geral
AllMaps,Sato,LEV,Yoru,1.15,241.0,59,47,14,12,67.0,167.0,38.0,9.0,16.0,-7.0,100T,36,LEV,31,0,0.798,0.375,1.172
AllMaps,PxS,LEV,Viper,1.11,201.0,46,44,16,2,73.0,139.0,24.0,6.0,2.0,4.0,100T,36,LEV,31,0,0.694,0.423,1.117
AllMaps,kiNgg,LEV,Brimstone,1.0,197.0,47,45,22,2,67.0,128.0,36.0,2.0,8.0,-6.0,100T,36,LEV,31,0,0.673,0.359,1.032
AllMaps,spike,LEV,Waylay,0.8,178.0,41,54,24,-13,73.0,103.0,27.0,11.0,5.0,6.0,100T,36,LEV,31,0,0.525,0.39,0.916
AllMaps,blowz,LEV,Fade,0.78,154.0,37,46,14,-9,72.0,108.0,21.0,1.0,7.0,-6.0,100T,36,LEV,31,0,0.476,0.344,0.82
AllMaps,keiko,NRG,Killjoy,1.41,247.0,36,21,9,15,81.0,148.0,22.0,7.0,3.0,4.0,NRG,26,C9,11,1,0.796,0.469,1.264
AllMaps,brawk,NRG,Sova,1.38,261.0,34,21,9,13,81.0,152.0,18.0,3.0,2.0,1.0,NRG,26,C9,11,1,0.796,0.452,1.248
AllMaps,mada,NRG,Waylay,1.09,192.0,26,20,9,6,70.0,118.0,32.0,7.0,6.0,1.0,NRG,26,C9,11,1,0.729,0.403,1.132
AllMaps,skuba,NRG,Astra,1.02,160.0,23,21,7,2,78.0,110.0,26.0,2.0,2.0,0.0,NRG,26,C9,11,1,0.633,0.378,1.012
AllMaps,Ethan,NRG,Tejo,0.97,188.0,23,25,10,-2,84.0,123.0,21.0,3.0,2.0,1.0,NRG,26,C9,11,1,0.598,0.414,1.012
AllMaps,Xeppaa,C9,Tejo,0.97,237.0,27,29,5,-2,70.0,135.0,27.0,4.0,3.0,1.0,NRG,26,C9,11,0,0.638,0.346,0.984
AllMaps,v1c,C9,Astra,0.93,181.0,23,26,7,-3,54.0,118.0,28.0,1.0,3.0,-2.0,NRG,26,C9,11,0,0.552,0.311,0.863
AllMaps,penny,C9,Chamber,0.88,170.0,24,26,5,-2,70.0,120.0,19.0,3.0,2.0,1.0,NRG,26,C9,11,0,0.575,0.336,0.911
AllMaps,OXY,C9,Neon,0.64,155.0,24,32,7,-8,57.0,108.0,30.0,6.0,13.0,-7.0,NRG,26,C9,11,0,0.504,0.281,0.786
AllMaps,Zellsis,C9,Kayo,0.45,95.0,10,29,13,-19,57.0,59.0,21.0,1.0,1.0,0.0,NRG,26,C9,11,0,0.339,0.319,0.657
AllMaps,aspas,MIBR,Jett,1.47,271.0,44,23,8,21,82.0,180.0,32.0,7.0,5.0,2.0,MIBR,26,ENVY,18,1,0.848,0.461,1.309
AllMaps,Verno,MIBR,Sova,1.35,244.0,39,26,13,13,89.0,166.0,31.0,7.0,0.0,7.0,MIBR,26,ENVY,18,1,0.812,0.494,1.306
AllMaps,Mazino,MIBR,Kayo,1.13,234.0,36,33,25,3,86.0,145.0,30.0,5.0,5.0,0.0,MIBR,26,ENVY,18,1,0.739,0.426,1.164
AllMaps,tex,MIBR,Cypher,1.08,219.0,35,30,16,5,86.0,136.0,26.0,5.0,8.0,-3.0,MIBR,26,ENVY,18,1,0.745,0.399,1.144
AllMaps,zekken,MIBR,Astra,0.95,155.0,24,27,25,-3,73.0,104.0,30.0,1.0,1.0,0.0,MIBR,26,ENVY,18,1,0.535,0.394,0.929
AllMaps,Rossy,ENVY,Omen,1.03,210.0,31,33,15,-2,66.0,127.0,31.0,2.0,3.0,-1.0,MIBR,26,ENVY,18,0,0.616,0.373,0.989
AllMaps,Inspire,ENVY,Viper,0.93,177.0,27,33,5,-6,61.0,127.0,42.0,3.0,4.0,-1.0,MIBR,26,ENVY,18,0,0.572,0.309,0.881
AllMaps,keznit,ENVY,Iso,0.88,222.0,34,37,12,-3,66.0,147.0,26.0,3.0,3.0,0.0,MIBR,26,ENVY,18,0,0.612,0.366,0.978
AllMaps,P0PPIN,ENVY,Sova,0.69,171.0,26,35,10,-9,55.0,115.0,36.0,5.0,5.0,0.0,MIBR,26,ENVY,18,0,0.529,0.327,0.856
AllMaps,Eggsterr,ENVY,Yoru,0.48,139.0,21,40,10,-19,64.0,98.0,23.0,6.0,10.0,-4.0,MIBR,26,ENVY,18,0,0.465,0.299,0.764
AllMaps,johnqt,SEN,Omen,1.44,229.0,37,23,9,14,83.0,159.0,35.0,1.0,3.0,-2.0,SEN,16,FUR,26,0,0.784,0.436,1.221
AllMaps,Kyu,SEN,Tejo,0.86,175.0,25,33,10,-8,60.0,122.0,25.0,1.0,4.0,-3.0,SEN,16,FUR,26,0,0.51,0.332,0.842
AllMaps,cortezia,SEN,Viper,0.8,185.0,25,31,10,-6,67.0,132.0,36.0,5.0,2.0,3.0,SEN,16,FUR,26,0,0.559,0.38,0.939
AllMaps,N4RRATE,SEN,Waylay,0.78,183.0,29,33,4,-4,60.0,122.0,30.0,3.0,10.0,-7.0,SEN,16,FUR,26,0,0.557,0.268,0.825
AllMaps,Reduxx,SEN,Yoru,0.58,129.0,15,34,9,-19,60.0,84.0,35.0,6.0,7.0,-1.0,SEN,16,FUR,26,0,0.448,0.315,0.764
AllMaps,koalanoob,FUR,Yoru,1.41,256.0,38,26,7,12,79.0,162.0,23.0,8.0,7.0,1.0,SEN,16,FUR,26,1,0.811,0.43,1.241
AllMaps,artzin,FUR,Omen,1.16,210.0,35,25,13,10,74.0,129.0,29.0,2.0,4.0,-2.0,SEN,16,FUR,26,1,0.734,0.392,1.125
AllMaps,eeiu,FUR,Fade,1.0,183.0,28,26,11,2,79.0,127.0,29.0,4.0,0.0,4.0,SEN,16,FUR,26,1,0.672,0.44,1.112
AllMaps,nerve,FUR,Viper,0.98,194.0,25,24,18,1,86.0,132.0,15.0,3.0,1.0,2.0,SEN,16,FUR,26,1,0.643,0.436,1.079
AllMaps,alym,FUR,Waylay,0.88,189.0,28,30,12,-2,81.0,116.0,29.0,9.0,4.0,5.0,SEN,16,FUR,26,1,0.595,0.412,1.007
AllMaps,lukxo,LOUD,Viper,1.07,213.0,45,41,11,4,69.0,138.0,30.0,6.0,11.0,-5.0,LOUD,21,100T,37,0,0.733,0.369,1.102
AllMaps,pANcada,LOUD,Astra,0.92,169.0,33,43,21,-10,72.0,127.0,30.0,3.0,1.0,2.0,LOUD,21,100T,37,0,0.553,0.406,0.96
AllMaps,Virtyy,LOUD,Jett,0.91,190.0,43,45,11,-2,67.0,120.0,19.0,5.0,10.0,-5.0,LOUD,21,100T,37,0,0.587,0.349,0.936
AllMaps,cauanzin,LOUD,Sova,0.72,148.0,32,45,14,-13,67.0,96.0,21.0,4.0,6.0,-2.0,LOUD,21,100T,37,0,0.489,0.333,0.823
AllMaps,Darker,LOUD,Kayo,0.7,138.0,29,46,11,-17,66.0,101.0,19.0,6.0,6.0,0.0,LOUD,21,100T,37,0,0.483,0.347,0.829
AllMaps,bang,100T,Viper,1.27,220.0,44,31,23,13,78.0,147.0,42.0,2.0,3.0,-1.0,LOUD,21,100T,37,1,0.777,0.419,1.195
AllMaps,Cryocells,100T,Astra,1.21,217.0,48,34,5,14,72.0,147.0,31.0,12.0,3.0,9.0,LOUD,21,100T,37,1,0.771,0.388,1.159
AllMaps,Timotino,100T,Jett,1.18,258.0,54,41,9,13,76.0,172.0,33.0,10.0,10.0,0.0,LOUD,21,100T,37,1,0.807,0.414,1.221
AllMaps,Asuna,100T,Kayo,1.03,177.0,34,35,28,-1,74.0,112.0,19.0,5.0,5.0,0.0,LOUD,21,100T,37,1,0.604,0.395,0.999
AllMaps,vora,100T,Sova,0.97,194.0,40,41,22,-1,71.0,124.0,28.0,5.0,3.0,2.0,LOUD,21,100T,37,1,0.626,0.401,1.027
AllMaps,bao,EG,Veto,1.07,228.0,37,34,6,3,78.0,153.0,26.0,5.0,5.0,0.0,EG,19,SEN,26,0,0.729,0.372,1.102
AllMaps,dgzin,EG,Yoru,0.86,178.0,31,33,7,-2,78.0,110.0,24.0,8.0,6.0,2.0,EG,19,SEN,26,0,0.577,0.378,0.956
AllMaps,C0M,EG,Sova,0.84,148.0,21,30,10,-9,67.0,102.0,23.0,1.0,3.0,-2.0,EG,19,SEN,26,0,0.479,0.346,0.825
AllMaps,Okeanos,EG,Breach,0.73,153.0,26,34,8,-8,60.0,109.0,34.0,4.0,5.0,-1.0,EG,19,SEN,26,0,0.518,0.32,0.838
AllMaps,supamen,EG,Astra,0.69,107.0,17,32,14,-15,67.0,70.0,40.0,1.0,5.0,-4.0,EG,19,SEN,26,0,0.425,0.326,0.751
AllMaps,johnqt,SEN,Tejo,1.48,255.0,46,22,10,24,91.0,159.0,34.0,3.0,0.0,3.0,EG,19,SEN,26,1,0.829,0.51,1.339
AllMaps,Reduxx,SEN,Yoru,1.21,236.0,38,28,11,10,73.0,153.0,39.0,11.0,4.0,7.0,EG,19,SEN,26,1,0.794,0.434,1.228
AllMaps,Kyu,SEN,Breach,1.02,180.0,29,26,15,3,82.0,114.0,21.0,3.0,3.0,0.0,EG,19,SEN,26,1,0.668,0.407,1.076
AllMaps,cortezia,SEN,Astra,0.83,138.0,20,28,11,-8,67.0,108.0,33.0,3.0,7.0,-4.0,EG,19,SEN,26,1,0.515,0.341,0.856
AllMaps,N4RRATE,SEN,Waylay,0.77,171.0,24,33,12,-9,73.0,121.0,23.0,4.0,5.0,-1.0,EG,19,SEN,26,1,0.525,0.357,0.882
AllMaps,mta,KRÜ,Waylay,1.02,221.0,51,46,8,5,73.0,130.0,31.0,8.0,4.0,4.0,KRU,27,ENVY,35,0,0.742,0.403,1.145
AllMaps,benG,KRÜ,Astra,1.0,189.0,40,45,14,-5,69.0,114.0,32.0,10.0,1.0,9.0,KRU,27,ENVY,35,0,0.565,0.414,0.98
AllMaps,NagZ,KRÜ,Brimstone,0.91,147.0,31,41,25,-10,73.0,103.0,30.0,2.0,6.0,-4.0,KRU,27,ENVY,35,0,0.511,0.359,0.87
AllMaps,infiltrator,KRÜ,Yoru,0.88,218.0,47,52,13,-5,71.0,139.0,28.0,8.0,9.0,-1.0,KRU,27,ENVY,35,0,0.578,0.365,0.943
AllMaps,Governor,KRÜ,Sova,0.7,159.0,34,51,19,-17,71.0,102.0,15.0,5.0,9.0,-4.0,KRU,27,ENVY,35,0,0.487,0.333,0.82
AllMaps,Inspire,ENVY,Astra,1.21,200.0,47,35,18,12,74.0,130.0,29.0,1.0,4.0,-3.0,KRU,27,ENVY,35,1,0.72,0.393,1.112
AllMaps,Rossy,ENVY,Viper,1.11,199.0,46,36,16,10,74.0,130.0,27.0,4.0,6.0,-2.0,KRU,27,ENVY,35,1,0.736,0.386,1.122
AllMaps,keznit,ENVY,Waylay,1.07,238.0,53,45,9,8,73.0,155.0,31.0,12.0,12.0,0.0,KRU,27,ENVY,35,1,0.772,0.398,1.17
AllMaps,P0PPIN,ENVY,Sova,1.02,230.0,49,47,17,2,82.0,142.0,32.0,5.0,4.0,1.0,KRU,27,ENVY,35,1,0.711,0.416,1.126
AllMaps,Eggsterr,ENVY,Yoru,0.87,175.0,37,40,16,-3,71.0,106.0,30.0,7.0,7.0,0.0,KRU,27,ENVY,35,1,0.567,0.373,0.94
AllMaps,blowz,LEV,Tejo,1.06,217.0,28,28,6,0,76.0,143.0,26.0,1.0,1.0,0.0,LEV,11,C9,26,0,0.642,0.377,1.019
AllMaps,PxS,LEV,Chamber,0.81,130.0,18,21,4,-3,57.0,76.0,20.0,3.0,4.0,-1.0,LEV,11,C9,26,0,0.492,0.279,0.771
AllMaps,Sato,LEV,Waylay,0.75,189.0,23,29,9,-6,70.0,133.0,37.0,6.0,8.0,-2.0,LEV,11,C9,26,0,0.557,0.341,0.898
AllMaps,kiNgg,LEV,Astra,0.73,137.0,18,29,9,-11,62.0,88.0,25.0,3.0,3.0,0.0,LEV,11,C9,26,0,0.472,0.343,0.815
AllMaps,spike,LEV,Kayo,0.36,115.0,13,32,11,-19,46.0,71.0,19.0,3.0,5.0,-2.0,LEV,11,C9,26,0,0.393,0.274,0.667
AllMaps,Xeppaa,C9,Tejo,1.62,255.0,36,15,14,21,89.0,165.0,26.0,0.0,2.0,-2.0,LEV,11,C9,26,1,0.793,0.45,1.242
AllMaps,Demon1,C9,Chamber,1.33,264.0,35,22,5,13,76.0,172.0,48.0,9.0,3.0,6.0,LEV,11,C9,26,1,0.842,0.407,1.249
AllMaps,Zellsis,C9,Kayo,1.23,192.0,26,19,29,7,81.0,110.0,19.0,5.0,1.0,4.0,LEV,11,C9,26,1,0.721,0.459,1.179
AllMaps,penny,C9,Neon,1.0,210.0,28,25,7,3,62.0,128.0,25.0,5.0,7.0,-2.0,LEV,11,C9,26,1,0.696,0.332,1.028
AllMaps,v1c,C9,Astra,0.84,125.0,14,19,14,-5,81.0,83.0,20.0,2.0,3.0,-1.0,LEV,11,C9,26,1,0.434,0.378,0.812
AllMaps,Timotino,100T,Waylay,1.27,282.0,53,42,12,11,70.0,188.0,36.0,13.0,9.0,4.0,100T,29,SEN,25,1,0.842,0.435,1.277
AllMaps,bang,100T,Omen,1.11,184.0,36,34,15,2,76.0,120.0,45.0,4.0,4.0,0.0,100T,29,SEN,25,1,0.698,0.407,1.105
AllMaps,Cryocells,100T,Veto,1.1,213.0,45,36,6,9,72.0,133.0,32.0,7.0,7.0,0.0,100T,29,SEN,25,1,0.75,0.366,1.116
AllMaps,vora,100T,Fade,0.97,187.0,33,36,23,-3,83.0,127.0,30.0,1.0,3.0,-2.0,100T,29,SEN,25,1,0.567,0.386,0.954
AllMaps,Asuna,100T,Sage,0.82,155.0,28,36,20,-8,70.0,96.0,23.0,1.0,5.0,-4.0,100T,29,SEN,25,1,0.476,0.345,0.821
AllMaps,johnqt,SEN,Tejo,1.51,274.0,52,32,18,20,78.0,176.0,28.0,4.0,2.0,2.0,100T,29,SEN,25,0,0.842,0.466,1.307
AllMaps,Reduxx,SEN,Omen,0.96,209.0,43,42,15,1,67.0,144.0,34.0,11.0,11.0,0.0,100T,29,SEN,25,0,0.683,0.376,1.059
AllMaps,cortezia,SEN,Viper,0.89,207.0,35,36,12,-1,74.0,142.0,23.0,4.0,2.0,2.0,100T,29,SEN,25,0,0.629,0.397,1.026
AllMaps,Kyu,SEN,Fade,0.8,170.0,30,40,14,-10,65.0,107.0,15.0,3.0,4.0,-1.0,100T,29,SEN,25,0,0.506,0.347,0.853
AllMaps,N4RRATE,SEN,Waylay,0.6,148.0,24,45,20,-21,70.0,101.0,15.0,6.0,7.0,-1.0,100T,29,SEN,25,0,0.47,0.334,0.804
AllMaps,keznit,ENVY,Neon,1.19,244.0,71,56,13,15,75.0,152.0,25.0,14.0,9.0,5.0,ENVY,42,C9,41,0,0.778,0.435,1.213
AllMaps,Inspire,ENVY,Killjoy,1.09,192.0,56,52,22,4,70.0,142.0,32.0,9.0,5.0,4.0,ENVY,42,C9,41,0,0.73,0.416,1.146
AllMaps,Rossy,ENVY,Astra,1.01,186.0,54,52,30,2,67.0,112.0,17.0,5.0,5.0,0.0,ENVY,42,C9,41,0,0.648,0.381,1.029
AllMaps,P0PPIN,ENVY,Sova,1.0,205.0,61,60,21,1,73.0,131.0,30.0,12.0,6.0,6.0,ENVY,42,C9,41,0,0.672,0.412,1.083
AllMaps,Eggsterr,ENVY,Yoru,0.69,146.0,42,62,21,-20,66.0,100.0,27.0,6.0,12.0,-6.0,ENVY,42,C9,41,0,0.496,0.324,0.82
AllMaps,Demon1,C9,Chamber,1.13,243.0,72,59,13,13,71.0,165.0,34.0,12.0,12.0,0.0,ENVY,42,C9,41,1,0.791,0.401,1.191
AllMaps,penny,C9,Neon,1.11,227.0,66,57,21,9,72.0,149.0,21.0,14.0,13.0,1.0,ENVY,42,C9,41,1,0.753,0.409,1.162
AllMaps,Xeppaa,C9,Tejo,1.1,198.0,56,52,28,4,76.0,130.0,23.0,3.0,3.0,0.0,ENVY,42,C9,41,1,0.714,0.406,1.12
AllMaps,v1c,C9,Astra,0.98,175.0,54,57,30,-3,73.0,118.0,30.0,6.0,10.0,-4.0,ENVY,42,C9,41,1,0.587,0.366,0.953
AllMaps,Zellsis,C9,Kayo,0.72,137.0,34,59,38,-25,67.0,89.0,13.0,2.0,8.0,-6.0,ENVY,42,C9,41,1,0.451,0.329,0.78
AllMaps,mada,NRG,Waylay,1.19,236.0,51,40,12,11,69.0,158.0,33.0,8.0,11.0,-3.0,NRG,32,MIBR,32,0,0.788,0.382,1.17
AllMaps,brawk,NRG,Sova,1.0,188.0,40,43,16,-3,70.0,128.0,25.0,2.0,3.0,-1.0,NRG,32,MIBR,32,0,0.58,0.377,0.957
AllMaps,skuba,NRG,Viper,0.96,191.0,44,45,8,-1,70.0,129.0,32.0,7.0,6.0,1.0,NRG,32,MIBR,32,0,0.632,0.378,1.01
AllMaps,Ethan,NRG,Tejo,0.95,169.0,38,43,27,-5,70.0,112.0,16.0,8.0,10.0,-2.0,NRG,32,MIBR,32,0,0.526,0.363,0.889
AllMaps,keiko,NRG,Omen,0.91,156.0,37,41,13,-4,69.0,98.0,33.0,2.0,7.0,-5.0,NRG,32,MIBR,32,0,0.531,0.352,0.883
AllMaps,zekken,MIBR,Astra,1.22,212.0,49,39,13,10,83.0,135.0,26.0,13.0,5.0,8.0,NRG,32,MIBR,32,1,0.756,0.452,1.208
AllMaps,Verno,MIBR,Sova,1.16,215.0,45,38,23,7,80.0,142.0,32.0,5.0,3.0,2.0,NRG,32,MIBR,32,1,0.763,0.436,1.199
AllMaps,Mazino,MIBR,Kayo,0.98,201.0,49,43,16,6,66.0,134.0,30.0,6.0,4.0,2.0,NRG,32,MIBR,32,1,0.73,0.394,1.123
AllMaps,aspas,MIBR,Jett,0.74,156.0,36,43,7,-7,67.0,108.0,32.0,9.0,10.0,-1.0,NRG,32,MIBR,32,1,0.518,0.322,0.84
AllMaps,tex,MIBR,Cypher,0.68,128.0,33,47,8,-14,63.0,84.0,34.0,4.0,5.0,-1.0,NRG,32,MIBR,32,1,0.485,0.32,0.804
AllMaps,eeiu,FUR,Sova,1.28,210.0,42,31,17,11,76.0,131.0,25.0,2.0,4.0,-2.0,FUR,32,G2,23,1,0.742,0.408,1.15
AllMaps,alym,FUR,Waylay,1.11,219.0,44,37,14,7,78.0,138.0,32.0,11.0,8.0,3.0,FUR,32,G2,23,1,0.757,0.432,1.189
AllMaps,nerve,FUR,Tejo,1.0,172.0,36,34,11,2,69.0,114.0,22.0,2.0,3.0,-1.0,FUR,32,G2,23,1,0.634,0.375,1.009
AllMaps,koalanoob,FUR,Omen,0.98,209.0,42,39,6,3,67.0,143.0,26.0,10.0,7.0,3.0,FUR,32,G2,23,1,0.704,0.366,1.07
AllMaps,artzin,FUR,Astra,0.95,171.0,33,36,21,-3,75.0,114.0,34.0,5.0,3.0,2.0,FUR,32,G2,23,1,0.584,0.405,0.989
AllMaps,trent,G2,Tejo,1.1,203.0,41,36,11,5,75.0,135.0,27.0,1.0,4.0,-3.0,FUR,32,G2,23,0,0.71,0.383,1.093
AllMaps,valyn,G2,Astra,1.03,200.0,36,37,20,-1,76.0,124.0,25.0,2.0,3.0,-1.0,FUR,32,G2,23,0,0.616,0.39,1.006
AllMaps,BABYBAY,G2,Yoru,0.88,212.0,40,42,9,-2,65.0,139.0,21.0,7.0,6.0,1.0,FUR,32,G2,23,0,0.61,0.373,0.983
AllMaps,leaf,G2,Breach,0.85,188.0,35,40,15,-5,69.0,121.0,24.0,7.0,7.0,0.0,FUR,32,G2,23,0,0.543,0.368,0.911
AllMaps,jawgemo,G2,Jett,0.71,147.0,25,42,15,-17,73.0,101.0,21.0,8.0,10.0,-2.0,FUR,32,G2,23,0,0.491,0.342,0.833
AllMaps,lukxo,LOUD,Killjoy,1.25,235.0,36,27,4,9,75.0,168.0,29.0,5.0,9.0,-4.0,LOUD,17,EG,27,0,0.796,0.343,1.138
AllMaps,Darker,LOUD,Viper,1.09,241.0,36,34,17,2,70.0,135.0,22.0,5.0,3.0,2.0,LOUD,17,EG,27,0,0.705,0.412,1.117
AllMaps,pANcada,LOUD,Omen,0.92,167.0,23,31,15,-8,84.0,120.0,25.0,4.0,0.0,4.0,LOUD,17,EG,27,0,0.541,0.44,0.981
AllMaps,cauanzin,LOUD,Sova,0.84,160.0,25,32,14,-7,77.0,106.0,26.0,3.0,4.0,-1.0,LOUD,17,EG,27,0,0.522,0.371,0.893
AllMaps,Virtyy,LOUD,Neon,0.61,141.0,24,34,6,-10,66.0,91.0,18.0,2.0,9.0,-7.0,LOUD,17,EG,27,0,0.451,0.282,0.733
AllMaps,supamen,EG,Viper,1.31,246.0,38,26,12,12,68.0,157.0,45.0,3.0,1.0,2.0,LOUD,17,EG,27,1,0.818,0.441,1.259
