Mapa,Time1,Score_T1,Time2,Score_T2,target,Score_T1,R_T1,ACS_T1,KAST_T1,ADR_T1,HS%_T1,Impacto_T1,+/-_T1,FK_T1,FD_T1,+/-_FK_FD_T1,Score_T2,R_T2,ACS_T2,KAST_T2,ADR_T2,HS%_T2,Impacto_T2,+/-_T2,FK_T2,FD_T2,+/-_FK_FD_T2,delta_R,delta_ACS,delta_KAST,delta_ADR,delta_HS%,delta_Impacto
Bind,100T,15,EG,13,1,15,1.0699999999999998,196.6,69.4,126.8,27.4,0.654,1,15.0,13.0,2.0,13,0.95,190.4,72.0,127.4,34.4,0.6422,-1,13.0,15.0,-2.0,0.11999999999999988,6.199999999999989,-2.5999999999999943,-0.6000000000000085,-7.0,0.011800000000000033
Bind,100T,13,G2,9,1,13,1.032,204.4,70.0,137.6,28.6,0.6526,2,9.0,13.0,-4.0,9,0.96,201.4,77.4,134.6,31.8,0.6674,-2,13.0,9.0,4.0,0.07200000000000006,3.0,-7.400000000000006,3.0,-3.1999999999999993,-0.014800000000000035
Bind,100T,13,LEV,9,1,13,1.1019999999999999,208.4,77.4,129.6,30.2,0.7445999999999999,14,14.0,8.0,6.0,9,0.86,171.6,62.0,117.8,31.6,0.5682,-14,8.0,14.0,-6.0,0.24199999999999988,36.80000000000001,15.400000000000006,11.799999999999997,-1.4000000000000021,0.1763999999999999
Bind,100T,13,LOUD,6,1,13,1.09,219.2,79.0,143.2,30.2,0.6896,13,12.0,7.0,5.0,6,0.93,188.6,73.8,119.6,24.0,0.591,-13,7.0,12.0,-5.0,0.16000000000000003,30.599999999999994,5.200000000000003,23.599999999999994,6.199999999999999,0.09860000000000002
Bind,100T,9,NRG,13,0,9,0.808,176.4,71.2,110.6,36.8,0.6035999999999999,-17,15.0,7.0,8.0,13,1.176,213.2,80.0,130.2,20.0,0.6976,17,7.0,15.0,-8.0,-0.3679999999999999,-36.79999999999998,-8.799999999999997,-19.599999999999994,16.799999999999997,-0.09400000000000008
Bind,100T,13,NRG,10,1,13,1.082,193.8,76.6,124.4,23.4,0.7116,7,11.0,12.0,-1.0,10,0.942,191.8,75.8,126.0,21.2,0.6346,-7,12.0,11.0,1.0,0.14000000000000012,2.0,0.7999999999999972,-1.5999999999999943,2.1999999999999993,0.07699999999999996
Bind,C9,7,100T,13,0,7,0.8099999999999999,172.8,64.0,117.2,27.6,0.5519999999999999,-24,9.0,11.0,-2.0,13,1.182,224.6,84.0,148.4,24.8,0.7712,24,11.0,9.0,2.0,-0.372,-51.79999999999998,-20.0,-31.200000000000003,2.8000000000000007,-0.21920000000000006
Bind,C9,13,2G,1,1,13,1.612,263.0,94.4,160.4,20.4,0.8522000000000001,44,11.0,3.0,8.0,1,0.36,122.0,41.4,77.2,27.4,0.42140000000000005,-44,3.0,11.0,-8.0,1.2520000000000002,141.0,53.00000000000001,83.2,-7.0,0.4308
Bind,C9,2,EG,13,0,2,0.47000000000000003,140.0,52.0,95.2,22.2,0.441,-43,3.0,12.0,-9.0,13,1.5299999999999998,252.4,90.6,158.6,28.4,0.8695999999999999,43,12.0,3.0,9.0,-1.0599999999999998,-112.4,-38.599999999999994,-63.39999999999999,-6.199999999999999,-0.4285999999999999
Bind,C9,13,FUR,4,1,13,1.436,240.4,86.8,151.2,26.6,0.7874000000000001,40,12.0,5.0,7.0,4,0.572,126.4,43.4,82.8,27.8,0.4244,-40,5.0,12.0,-7.0,0.864,114.0,43.4,68.39999999999999,-1.1999999999999993,0.3630000000000001
Bind,C9,13,FUR,8,1,13,1.162,227.8,82.0,150.2,20.6,0.7444,17,14.0,7.0,7.0,8,0.8460000000000001,193.4,68.4,124.8,21.2,0.5694,-17,7.0,14.0,-7.0,0.31599999999999984,34.400000000000006,13.599999999999994,25.39999999999999,-0.5999999999999979,0.17499999999999993
Bind,C9,13,LEV,5,1,13,1.18,208.8,71.0,131.0,26.6,0.7006,21,12.0,6.0,6.0,5,0.748,159.4,61.2,105.0,21.6,0.5115999999999999,-21,6.0,12.0,-6.0,0.43199999999999994,49.400000000000006,9.799999999999997,26.0,5.0,0.18900000000000006
Bind,C9,11,LOUD,13,0,11,0.992,194.6,77.6,125.6,28.8,0.7206,4,13.0,11.0,2.0,13,1.026,201.0,71.0,135.0,28.2,0.626,-4,11.0,13.0,-2.0,-0.03400000000000003,-6.400000000000006,6.599999999999994,-9.400000000000006,0.6000000000000014,0.09460000000000002
Bind,C9,12,MIBR,14,0,12,1.05,193.0,80.2,125.6,26.8,0.6736,8,15.0,11.0,4.0,14,0.9279999999999999,178.6,66.8,116.4,30.2,0.6254,-8,11.0,15.0,-4.0,0.12200000000000011,14.400000000000006,13.400000000000006,9.199999999999989,-3.3999999999999986,0.04820000000000002
Bind,C9,13,MIBR,11,1,13,1.192,219.6,76.8,138.4,28.0,0.7578,20,15.0,9.0,6.0,11,0.7939999999999999,177.6,68.2,119.8,28.0,0.5818,-20,9.0,15.0,-6.0,0.398,42.0,8.599999999999994,18.60000000000001,0.0,0.17600000000000005
Bind,EG,13,100T,10,1,13,1.042,207.2,75.0,134.2,31.2,0.708,4,13.0,10.0,3.0,10,1.002,204.6,72.4,123.8,25.8,0.6418,-4,10.0,13.0,-3.0,0.040000000000000036,2.5999999999999943,2.5999999999999943,10.399999999999991,5.399999999999999,0.06619999999999993
Bind,EG,13,FUR,5,1,13,1.364,241.8,89.8,164.2,36.0,0.8202,35,11.0,7.0,4.0,5,0.638,158.8,64.6,109.4,24.6,0.49820000000000003,-35,7.0,11.0,-4.0,0.7260000000000001,83.0,25.200000000000003,54.79999999999998,11.399999999999999,0.322
Bind,EG,9,MIBR,13,0,9,0.9400000000000001,200.0,71.0,130.8,35.2,0.6738,0,8.0,14.0,-6.0,13,1.0779999999999998,199.8,68.2,133.6,26.2,0.6654,0,14.0,8.0,6.0,-0.1379999999999998,0.19999999999998863,2.799999999999997,-2.799999999999983,9.000000000000004,0.008399999999999963
Bind,EG,11,SEN,13,0,11,0.976,188.8,68.4,126.0,34.6,0.6464000000000001,-5,13.0,11.0,2.0,13,1.022,207.6,65.0,131.2,27.0,0.6442,5,11.0,13.0,-2.0,-0.04600000000000004,-18.799999999999983,3.4000000000000057,-5.199999999999989,7.600000000000001,0.0022000000000000908
Bind,ENVY,13,EG,9,1,13,1.124,216.6,80.8,138.0,29.8,0.7270000000000001,21,13.0,9.0,4.0,9,0.8859999999999999,179.8,59.2,121.2,28.4,0.5646,-21,9.0,13.0,-4.0,0.2380000000000002,36.79999999999998,21.599999999999994,16.799999999999997,1.4000000000000021,0.1624000000000001
Bind,ENVY,13,MIBR,3,1,13,1.27,253.2,82.6,159.8,35.2,0.7748,23,5.0,11.0,-6.0,3,0.724,191.6,60.0,124.0,20.4,0.5429999999999999,-24,11.0,5.0,6.0,0.546,61.599999999999994,22.599999999999994,35.80000000000001,14.800000000000004,0.23180000000000012
Bind,FUR,6,G2,13,0,6,0.758,161.2,62.2,102.4,26.8,0.5428,-22,11.0,8.0,3.0,13,1.168,216.4,81.0,138.8,23.6,0.7405999999999999,22,8.0,11.0,-3.0,-0.4099999999999999,-55.20000000000002,-18.799999999999997,-36.400000000000006,3.1999999999999993,-0.19779999999999998
Bind,FUR,9,NRG,13,0,9,0.9179999999999999,177.0,68.4,122.8,26.8,0.5651999999999999,-13,11.0,11.0,0.0,13,1.0779999999999998,196.2,75.4,132.2,24.8,0.698,13,11.0,11.0,0.0,-0.15999999999999992,-19.19999999999999,-7.0,-9.399999999999991,2.0,-0.13280000000000003
Bind,G2,9,100T,13,0,9,0.9960000000000001,203.8,75.4,130.2,27.4,0.6468,-3,12.0,10.0,2.0,13,1.082,196.8,69.8,130.0,27.8,0.6826,3,10.0,12.0,-2.0,-0.08599999999999997,7.0,5.6000000000000085,0.19999999999998863,-0.40000000000000213,-0.03579999999999994
Bind,G2,13,100T,8,1,13,1.084,216.2,72.4,145.6,23.2,0.6924,-1,10.0,11.0,-1.0,8,0.974,213.2,82.0,143.6,23.6,0.7188,1,11.0,10.0,1.0,0.1100000000000001,3.0,-9.599999999999994,2.0,-0.40000000000000213,-0.02639999999999998
Bind,G2,13,100T,11,1,13,1.0,197.8,68.6,131.4,23.6,0.6506000000000001,1,12.0,12.0,0.0,11,0.984,201.6,69.4,130.4,29.4,0.6382,-1,12.0,12.0,0.0,0.016000000000000014,-3.799999999999983,-0.8000000000000114,1.0,-5.799999999999997,0.012400000000000078
Bind,G2,13,C9,9,1,13,1.1300000000000001,206.8,78.2,135.8,19.6,0.7003999999999999,12,13.0,9.0,4.0,9,0.884,180.2,68.4,116.0,31.0,0.5944,-12,9.0,13.0,-4.0,0.2460000000000001,26.600000000000023,9.799999999999997,19.80000000000001,-11.399999999999999,0.10599999999999987
Bind,G2,12,LEV,14,0,12,0.944,189.8,65.4,125.6,27.2,0.5979,-17,20.0,32.0,-12.0,14,1.0539999999999998,203.6,72.8,137.7,31.4,0.7218,17,32.0,20.0,12.0,-0.10999999999999988,-13.799999999999983,-7.3999999999999915,-12.099999999999994,-4.199999999999999,-0.12390000000000001
Bind,G2,13,LEV,9,1,13,1.098,216.4,77.2,145.8,24.4,0.7022,8,13.0,9.0,4.0,9,0.9279999999999999,199.2,72.6,132.2,24.4,0.599,-8,9.0,13.0,-4.0,0.17000000000000015,17.200000000000017,4.6000000000000085,13.600000000000023,0.0,0.10320000000000007
Bind,G2,11,LOUD,13,0,11,0.938,169.8,70.2,112.8,18.4,0.6072,-9,12.0,12.0,0.0,13,1.1380000000000001,192.6,76.8,135.2,26.8,0.6986000000000001,9,12.0,12.0,0.0,-0.20000000000000018,-22.799999999999983,-6.599999999999994,-22.39999999999999,-8.400000000000002,-0.09140000000000015
Bind,G2,13,MIBR,3,1,13,1.26,223.4,82.4,158.4,30.6,0.8160000000000001,22,9.0,7.0,2.0,3,0.6799999999999999,156.6,61.6,99.4,20.8,0.484,-22,7.0,9.0,-2.0,0.5800000000000001,66.80000000000001,20.800000000000004,59.0,9.8,0.3320000000000001
Bind,G2,13,NRG,11,1,13,0.9700000000000001,189.8,62.6,122.2,24.8,0.6264000000000001,-3,14.0,10.0,4.0,11,1.054,199.0,71.0,127.8,22.2,0.6648,3,10.0,14.0,-4.0,-0.08399999999999996,-9.199999999999989,-8.399999999999999,-5.599999999999994,2.6000000000000014,-0.03839999999999988
Bind,LEV,3,100T,13,0,3,0.744,180.0,66.6,114.0,22.4,0.5237999999999999,-24,6.0,10.0,-4.0,13,1.234,233.8,81.2,145.4,28.8,0.745,24,10.0,6.0,4.0,-0.49,-53.80000000000001,-14.600000000000009,-31.400000000000006,-6.400000000000002,-0.22120000000000006
Bind,LEV,13,100T,9,1,13,1.198,215.6,76.2,137.0,22.6,0.6940000000000001,20,16.0,6.0,10.0,9,0.808,174.2,70.0,115.6,27.4,0.563,-20,6.0,16.0,-10.0,0.3899999999999999,41.400000000000006,6.200000000000003,21.400000000000006,-4.799999999999997,0.13100000000000012
Bind,LEV,13,100T,10,1,13,1.124,206.4,74.2,131.4,23.2,0.725,13,13.0,10.0,3.0,10,0.9039999999999999,181.8,63.4,121.4,28.8,0.5938,-13,10.0,13.0,-3.0,0.2200000000000002,24.599999999999994,10.800000000000004,10.0,-5.600000000000001,0.13119999999999998
Bind,LEV,13,ENVY,4,1,13,1.264,234.0,79.8,152.4,33.2,0.732,18,10.0,7.0,3.0,4,0.808,190.2,63.8,121.4,27.6,0.5666,-18,7.0,10.0,-3.0,0.45599999999999996,43.80000000000001,16.0,31.0,5.600000000000001,0.1654
Bind,LEV,6,FUR,13,0,6,0.836,182.2,72.6,114.4,21.2,0.5896,-18,8.0,11.0,-3.0,13,1.182,219.0,79.8,140.2,31.8,0.7682,17,11.0,8.0,3.0,-0.346,-36.80000000000001,-7.200000000000003,-25.799999999999983,-10.600000000000001,-0.17859999999999998
Bind,LEV,6,G2,13,0,6,0.916,199.4,70.4,127.4,29.4,0.6328,-5,11.0,8.0,3.0,13,1.03,207.2,72.6,132.8,30.6,0.7006,5,8.0,11.0,-3.0,-0.11399999999999999,-7.799999999999983,-2.1999999999999886,-5.400000000000006,-1.2000000000000028,-0.06779999999999997
Bind,LEV,13,LOUD,10,1,13,1.076,197.4,74.8,126.6,40.4,0.6742,9,16.0,7.0,9.0,10,0.9119999999999999,179.0,70.4,118.6,25.2,0.603,-9,7.0,16.0,-9.0,0.16400000000000015,18.400000000000006,4.3999999999999915,8.0,15.2,0.07120000000000004
Bind,LEV,9,SEN,13,0,9,0.8539999999999999,180.6,67.4,117.8,24.8,0.5648000000000001,-15,7.0,15.0,-8.0,13,1.1780000000000002,215.8,79.0,143.6,21.4,0.75,15,15.0,7.0,8.0,-0.3240000000000003,-35.20000000000002,-11.599999999999994,-25.799999999999997,3.400000000000002,-0.18519999999999992
Bind,LOUD,6,100T,13,0,6,0.818,177.2,66.2,116.6,27.2,0.581,-18,12.0,7.0,5.0,13,1.1800000000000002,213.8,75.8,142.0,30.6,0.7268,18,7.0,12.0,-5.0,-0.3620000000000002,-36.60000000000002,-9.599999999999994,-25.400000000000006,-3.400000000000002,-0.14580000000000004
Bind,LOUD,7,100T,13,0,7,0.8119999999999999,169.6,68.0,114.8,29.8,0.5714,-21,8.0,12.0,-4.0,13,1.17,214.6,77.0,132.4,28.6,0.7512000000000001,21,12.0,8.0,4.0,-0.358,-45.0,-9.0,-17.60000000000001,1.1999999999999993,-0.17980000000000007
Bind,LOUD,13,100T,8,1,13,1.064,204.0,72.2,137.0,28.2,0.7128,10,10.0,11.0,-1.0,8,0.9279999999999999,186.0,71.4,122.4,31.2,0.6376,-10,11.0,10.0,1.0,0.13600000000000012,18.0,0.7999999999999972,14.599999999999994,-3.0,0.07520000000000004
Bind,LOUD,13,EG,3,1,13,1.25,240.0,75.0,150.6,28.2,0.7198,23,9.0,8.0,1.0,3,0.728,178.6,61.4,125.4,24.0,0.5237999999999999,-25,7.0,8.0,-1.0,0.522,61.400000000000006,13.600000000000001,25.19999999999999,4.199999999999999,0.19600000000000006
Bind,LOUD,9,FUR,13,0,9,0.8119999999999999,177.0,61.8,114.6,29.6,0.5660000000000001,-21,11.0,11.0,0.0,13,1.238,214.4,85.2,143.2,33.0,0.7148,21,11.0,11.0,0.0,-0.42600000000000005,-37.400000000000006,-23.400000000000006,-28.599999999999994,-3.3999999999999986,-0.14879999999999993
Bind,LOUD,3,LEV,13,0,3,0.798,187.4,67.6,125.8,23.0,0.5529999999999999,-25,6.0,10.0,-4.0,13,1.298,248.4,84.0,160.8,34.0,0.8286,25,10.0,6.0,4.0,-0.5,-61.0,-16.400000000000006,-35.000000000000014,-11.0,-0.27560000000000007
Bind,LOUD,11,LEV,13,0,11,0.9940000000000001,192.6,74.4,129.4,26.4,0.6237999999999999,-6,10.0,14.0,-4.0,13,1.076,206.2,75.0,143.2,28.0,0.7036,6,14.0,10.0,4.0,-0.08199999999999996,-13.599999999999994,-0.5999999999999943,-13.799999999999983,-1.6000000000000014,-0.0798000000000001
Bind,LOUD,13,NRG,11,1,13,1.0459999999999998,212.0,71.8,135.4,27.4,0.728,12,16.0,8.0,8.0,11,0.942,198.8,61.0,131.2,29.0,0.6208,-12,8.0,16.0,-8.0,0.10399999999999987,13.199999999999989,10.799999999999997,4.200000000000017,-1.6000000000000014,0.10719999999999996
Bind,LOUD,13,SEN,8,1,13,1.1480000000000001,212.0,72.4,131.4,32.0,0.7190000000000001,13,14.0,7.0,7.0,8,0.9039999999999999,196.2,67.4,129.8,27.8,0.614,-13,7.0,14.0,-7.0,0.24400000000000022,15.800000000000011,5.0,1.5999999999999943,4.199999999999999,0.1050000000000001
Bind,MIBR,9,100T,13,0,9,0.86,187.8,65.6,125.8,33.0,0.5852,-14,9.0,13.0,-4.0,13,1.1219999999999999,212.0,79.0,142.6,28.8,0.7322,14,13.0,9.0,4.0,-0.2619999999999999,-24.19999999999999,-13.400000000000006,-16.799999999999997,4.199999999999999,-0.1469999999999999
Bind,MIBR,14,100T,12,1,14,0.942,191.4,68.4,122.0,31.8,0.6174,-4,8.0,18.0,-10.0,12,0.976,204.2,77.0,135.8,22.6,0.6921999999999999,4,18.0,8.0,10.0,-0.03400000000000003,-12.799999999999983,-8.599999999999994,-13.800000000000011,9.2,-0.07479999999999998
Bind,MIBR,13,FUR,8,1,13,1.074,194.8,75.2,125.4,22.0,0.729,10,14.0,7.0,7.0,8,0.8880000000000001,173.4,63.6,113.4,30.0,0.5686,-10,7.0,14.0,-7.0,0.18599999999999994,21.400000000000006,11.600000000000001,12.0,-8.0,0.1604
Bind,MIBR,10,NRG,13,0,10,0.958,175.6,72.0,115.2,26.2,0.6154,-2,14.0,9.0,5.0,13,0.974,185.6,70.6,117.0,23.0,0.6394,2,9.0,14.0,-5.0,-0.016000000000000014,-10.0,1.4000000000000057,-1.7999999999999972,3.1999999999999993,-0.02400000000000002
Bind,MIBR,13,NRG,9,1,13,1.154,211.0,77.4,138.0,28.6,0.7394000000000001,23,11.0,11.0,0.0,9,0.8099999999999999,175.6,59.2,114.2,33.0,0.5576,-23,11.0,11.0,0.0,0.344,35.400000000000006,18.200000000000003,23.799999999999997,-4.399999999999999,0.18180000000000007
Bind,NRG,7,100T,13,0,7,0.726,170.0,62.0,105.2,31.2,0.49860000000000004,-28,6.0,14.0,-8.0,13,1.24,233.4,85.0,144.8,22.8,0.7792,28,14.0,6.0,8.0,-0.514,-63.400000000000006,-23.0,-39.60000000000001,8.399999999999999,-0.28059999999999996
Bind,NRG,13,100T,7,1,13,1.23,238.6,84.0,158.2,25.8,0.7982,19,15.0,5.0,10.0,7,0.8620000000000001,197.8,75.0,131.0,28.4,0.5932000000000001,-19,5.0,15.0,-10.0,0.3679999999999999,40.79999999999998,9.0,27.19999999999999,-2.599999999999998,0.20499999999999996
Bind,NRG,13,EG,9,1,13,1.122,212.8,71.8,142.4,29.0,0.7074,8,12.0,10.0,2.0,9,0.898,199.2,65.6,132.2,23.6,0.6102000000000001,-8,10.0,12.0,-2.0,0.2240000000000001,13.600000000000023,6.200000000000003,10.200000000000017,5.399999999999999,0.09719999999999995
Bind,NRG,13,FUR,11,1,13,1.02,201.8,74.2,124.8,21.4,0.6642,3,10.0,14.0,-4.0,11,0.932,197.0,71.0,126.6,26.0,0.6352,-3,14.0,10.0,4.0,0.08799999999999997,4.800000000000011,3.200000000000003,-1.7999999999999972,-4.600000000000001,0.029000000000000026
Bind,NRG,7,G2,13,0,7,0.8039999999999999,167.4,59.0,109.6,20.8,0.5362,-21,8.0,12.0,-4.0,13,1.176,213.6,81.0,140.6,23.2,0.7812,21,12.0,8.0,4.0,-0.372,-46.19999999999999,-22.0,-31.0,-2.3999999999999986,-0.245
Bind,NRG,8,G2,13,0,8,0.9,187.2,70.4,124.6,25.6,0.6294,-9,9.0,12.0,-3.0,13,1.1179999999999999,211.2,78.0,139.2,25.8,0.7615999999999999,9,12.0,9.0,3.0,-0.21799999999999986,-24.0,-7.599999999999994,-14.599999999999994,-0.1999999999999993,-0.13219999999999998
Bind,NRG,4,LEV,13,0,4,0.632,156.0,51.8,98.0,36.8,0.5222,-29,6.0,11.0,-5.0,13,1.344,224.6,79.8,149.0,31.2,0.8086,28,11.0,6.0,5.0,-0.7120000000000001,-68.6,-28.0,-51.0,5.599999999999998,-0.2864
Bind,SEN,6,100T,13,0,6,0.9199999999999999,197.2,67.4,130.2,30.2,0.5992,-10,7.0,12.0,-5.0,13,1.1199999999999999,205.0,83.0,137.4,27.0,0.7817999999999999,10,12.0,7.0,5.0,-0.19999999999999996,-7.800000000000011,-15.599999999999994,-7.200000000000017,3.1999999999999993,-0.18259999999999998
Bind,SEN,13,100T,9,1,13,1.16,206.4,78.2,135.8,26.2,0.7198,15,13.0,9.0,4.0,9,0.844,175.4,67.4,114.2,25.4,0.5624,-16,9.0,13.0,-4.0,0.31599999999999995,31.0,10.799999999999997,21.60000000000001,0.8000000000000007,0.15739999999999998
Bind,SEN,11,EG,13,0,11,0.958,193.2,62.6,127.0,27.8,0.6284,-9,14.0,10.0,4.0,13,1.054,200.4,68.4,130.4,22.8,0.6674,9,10.0,14.0,-4.0,-0.09600000000000009,-7.200000000000017,-5.800000000000004,-3.4000000000000057,5.0,-0.039000000000000035
Bind,SEN,19,FUR,17,1,19,0.9880000000000001,206.2,68.8,138.0,27.0,0.6462,5,18.0,18.0,0.0,17,1.0,194.6,69.0,129.2,26.2,0.64,-6,18.0,18.0,0.0,-0.0119999999999999,11.599999999999994,-0.20000000000000284,8.800000000000011,0.8000000000000007,0.006199999999999983
Bind,SEN,6,G2,13,0,6,0.708,174.2,59.8,113.8,20.8,0.5058,-29,6.0,13.0,-7.0,13,1.334,226.2,83.0,141.8,24.8,0.8225999999999999,29,13.0,6.0,7.0,-0.6260000000000001,-52.0,-23.200000000000003,-28.000000000000014,-4.0,-0.31679999999999986
Bind,SEN,8,G2,13,0,8,0.874,179.8,68.6,111.8,23.0,0.5738000000000001,-12,11.0,10.0,1.0,13,1.0859999999999999,199.0,77.2,125.8,26.4,0.7162,12,10.0,11.0,-1.0,-0.21199999999999986,-19.19999999999999,-8.600000000000009,-14.0,-3.3999999999999986,-0.14239999999999986
Bind,SEN,12,LEV,14,0,12,0.858,173.2,64.0,111.8,27.6,0.6032,-13,11.0,15.0,-4.0,14,1.058,195.8,75.4,129.0,35.6,0.7205999999999999,13,15.0,11.0,4.0,-0.20000000000000007,-22.600000000000023,-11.400000000000006,-17.200000000000003,-8.0,-0.11739999999999995
Bind,SEN,13,MIBR,7,1,13,1.244,211.2,83.0,132.4,32.4,0.7904,24,12.0,8.0,4.0,7,0.782,162.2,56.0,108.0,31.8,0.5154,-24,8.0,12.0,-4.0,0.46199999999999997,49.0,27.0,24.400000000000006,0.5999999999999979,0.275
Breeze,100T,13,EG,4,1,13,1.316,234.0,84.4,148.4,25.4,0.784,29,10.0,7.0,3.0,4,0.662,163.6,57.8,101.8,41.2,0.549,-29,7.0,10.0,-3.0,0.654,70.4,26.60000000000001,46.60000000000001,-15.800000000000004,0.235
Breeze,100T,13,G2,7,1,13,1.24,220.0,83.0,144.8,30.4,0.8048,26,15.0,5.0,10.0,7,0.734,162.8,58.0,111.2,33.8,0.5058,-26,5.0,15.0,-10.0,0.506,57.19999999999999,25.0,33.60000000000001,-3.3999999999999986,0.29899999999999993
Breeze,C9,13,LEV,7,1,13,1.1480000000000001,207.6,77.0,136.4,20.0,0.7436,19,10.0,10.0,0.0,7,0.8300000000000001,166.4,61.0,113.0,30.2,0.5898,-19,10.0,10.0,0.0,0.31800000000000006,41.19999999999999,16.0,23.400000000000006,-10.2,0.15380000000000005
Breeze,ENVY,13,C9,8,1,13,1.0859999999999999,203.4,77.2,127.6,30.8,0.7132,14,14.0,7.0,7.0,8,0.8480000000000001,177.8,63.8,113.2,24.6,0.5782,-14,7.0,14.0,-7.0,0.23799999999999977,25.599999999999994,13.400000000000006,14.399999999999991,6.199999999999999,0.1349999999999999
Breeze,ENVY,8,LOUD,13,0,8,0.78,171.0,58.0,112.2,31.8,0.5702,-25,8.0,13.0,-5.0,13,1.274,229.6,80.8,145.4,22.4,0.7494,25,13.0,8.0,5.0,-0.494,-58.599999999999994,-22.799999999999997,-33.2,9.400000000000002,-0.17919999999999991
Breeze,FUR,6,100T,13,0,6,0.8640000000000001,183.0,60.0,121.2,26.4,0.5386,-16,9.0,10.0,-1.0,13,1.1320000000000001,211.8,73.8,144.4,27.8,0.72,16,10.0,9.0,1.0,-0.268,-28.80000000000001,-13.799999999999997,-23.200000000000003,-1.4000000000000021,-0.1814
Breeze,FUR,11,MIBR,13,0,11,0.99,191.4,63.4,134.2,31.4,0.6464000000000001,-2,13.0,11.0,2.0,13,1.012,194.2,66.2,130.0,32.6,0.665,2,11.0,13.0,-2.0,-0.02200000000000002,-2.799999999999983,-2.8000000000000043,4.199999999999989,-1.2000000000000028,-0.01859999999999995
Breeze,FUR,7,SEN,13,0,7,0.8220000000000001,168.0,62.0,108.4,24.2,0.5432,-21,7.0,13.0,-6.0,13,1.134,211.2,81.0,143.2,31.8,0.7666000000000001,21,13.0,7.0,6.0,-0.31199999999999983,-43.19999999999999,-19.0,-34.79999999999998,-7.600000000000001,-0.22340000000000004
Breeze,G2,6,LEV,13,0,6,0.774,168.2,52.6,113.4,31.4,0.5132,-22,8.0,11.0,-3.0,13,1.21,225.8,77.0,149.4,28.4,0.741,22,11.0,8.0,3.0,-0.43599999999999994,-57.60000000000002,-24.4,-36.0,3.0,-0.2278
Breeze,G2,13,LEV,6,1,13,1.1880000000000002,200.0,73.6,127.6,25.4,0.6676,15,10.0,9.0,1.0,6,0.71,168.0,66.2,110.8,20.4,0.5676,-15,9.0,10.0,-1.0,0.4780000000000002,32.0,7.3999999999999915,16.799999999999997,5.0,0.09999999999999998
Breeze,G2,13,LEV,7,1,13,1.058,191.4,65.0,119.6,23.8,0.6798,4,12.0,8.0,4.0,7,0.8960000000000001,190.6,65.0,121.2,31.2,0.5988,-4,8.0,12.0,-4.0,0.16199999999999992,0.8000000000000114,0.0,-1.6000000000000085,-7.399999999999999,0.08099999999999996
Breeze,G2,10,MIBR,13,0,10,0.8320000000000001,185.6,64.6,119.4,35.8,0.5824,-15,10.0,13.0,-3.0,13,1.146,211.6,77.6,141.6,34.8,0.7152000000000001,15,13.0,10.0,3.0,-0.31399999999999983,-26.0,-13.0,-22.19999999999999,1.0,-0.13280000000000003
Breeze,LEV,10,MIBR,13,0,10,0.9799999999999999,197.2,73.0,129.0,29.6,0.6872,5,13.0,10.0,3.0,13,0.9880000000000001,184.4,71.2,115.6,29.8,0.6474,-5,10.0,13.0,-3.0,-0.00800000000000023,12.799999999999983,1.7999999999999972,13.400000000000006,-0.1999999999999993,0.03980000000000006
Breeze,LEV,13,SEN,6,1,13,1.174,213.8,76.8,145.6,26.2,0.7485999999999999,18,10.0,9.0,1.0,6,0.74,171.6,70.4,109.4,28.2,0.5640000000000001,-18,9.0,10.0,-1.0,0.43399999999999994,42.20000000000002,6.3999999999999915,36.19999999999999,-2.0,0.18459999999999988
Breeze,LOUD,13,100T,11,1,13,1.046,199.2,72.6,133.0,23.0,0.7046,7,9.0,15.0,-6.0,11,0.946,195.4,67.8,131.0,31.8,0.6308,-7,15.0,9.0,6.0,0.10000000000000009,3.799999999999983,4.799999999999997,2.0,-8.8,0.07379999999999998
Breeze,LOUD,13,C9,11,1,13,1.002,200.2,74.0,138.2,24.8,0.6552,-2,13.0,11.0,2.0,11,1.02,204.4,71.8,137.2,28.8,0.6842,2,11.0,13.0,-2.0,-0.018000000000000016,-4.200000000000017,2.200000000000003,1.0,-4.0,-0.029000000000000026
Breeze,LOUD,14,LEV,12,1,14,1.134,213.0,79.4,141.8,25.0,0.7352000000000001,13,14.0,12.0,2.0,12,0.86,184.6,64.0,122.4,25.6,0.597,-13,12.0,14.0,-2.0,0.2739999999999999,28.400000000000006,15.400000000000006,19.400000000000006,-0.6000000000000014,0.1382000000000001
Breeze,MIBR,12,C9,14,0,12,0.932,188.6,66.0,129.0,30.2,0.6208,-11,13.0,13.0,0.0,14,1.1,215.6,77.8,142.4,30.2,0.7322,11,13.0,13.0,0.0,-0.16800000000000004,-27.0,-11.799999999999997,-13.400000000000006,0.0,-0.11139999999999994
Breeze,MIBR,13,FUR,2,1,13,1.436,237.0,86.6,153.2,40.2,0.8552,32,11.0,4.0,7.0,2,0.536,142.0,60.2,90.8,29.8,0.4692,-32,4.0,11.0,-7.0,0.8999999999999999,95.0,26.39999999999999,62.39999999999999,10.400000000000002,0.38599999999999995
