Mapa,Time1,Score_T1,Time2,Score_T2,target,Score_T1,R_T1,ACS_T1,KAST_T1,ADR_T1,HS%_T1,Impacto_T1,+/-_T1,FK_T1,FD_T1,+/-_FK_FD_T1,Score_T2,R_T2,ACS_T2,KAST_T2,ADR_T2,HS%_T2,Impacto_T2,+/-_T2,FK_T2,FD_T2,+/-_FK_FD_T2,delta_R,delta_ACS,delta_KAST,delta_ADR,delta_HS%,delta_Impacto
Breeze,MIBR,6,G2,13,0,6,0.7979999999999999,168.8,62.0,111.8,39.0,0.5458000000000001,-20,8.0,11.0,-3.0,13,1.1480000000000001,214.6,78.8,144.6,35.0,0.729,20,11.0,8.0,3.0,-0.3500000000000002,-45.79999999999998,-16.799999999999997,-32.8,4.0,-0.18319999999999992
Breeze,NRG,13,100T,2,1,13,1.372,232.2,85.2,149.2,34.6,0.7986,29,7.0,8.0,-1.0,2,0.632,140.2,61.2,93.2,26.8,0.489,-29,8.0,7.0,1.0,0.7400000000000001,92.0,24.0,55.999999999999986,7.800000000000001,0.3096
Breeze,NRG,13,C9,9,1,13,1.0799999999999998,193.4,73.6,122.2,25.0,0.6696,8,10.0,12.0,-2.0,9,0.8640000000000001,176.2,64.8,112.4,28.6,0.6444,-8,12.0,10.0,2.0,0.21599999999999975,17.200000000000017,8.799999999999997,9.799999999999997,-3.6000000000000014,0.0252
Breeze,NRG,13,FUR,8,1,13,1.0539999999999998,206.0,74.0,141.4,34.8,0.7003999999999999,11,11.0,10.0,1.0,8,0.9179999999999999,185.2,66.6,120.6,33.4,0.6102000000000001,-11,10.0,11.0,-1.0,0.1359999999999999,20.80000000000001,7.400000000000006,20.80000000000001,1.3999999999999986,0.09019999999999984
Breeze,NRG,13,FUR,10,1,13,1.116,209.6,78.4,142.0,32.8,0.7538,13,15.0,8.0,7.0,10,0.898,188.4,63.4,121.8,26.2,0.6184000000000001,-13,8.0,15.0,-7.0,0.21800000000000008,21.19999999999999,15.000000000000007,20.200000000000003,6.599999999999998,0.13539999999999996
Breeze,NRG,13,LOUD,10,1,13,1.042,201.2,72.4,139.8,30.2,0.6868000000000001,-2,14.0,9.0,5.0,10,0.976,208.8,75.0,133.2,26.8,0.6437999999999999,2,9.0,14.0,-5.0,0.06600000000000006,-7.600000000000023,-2.5999999999999943,6.600000000000023,3.3999999999999986,0.04300000000000015
Breeze,NRG,8,MIBR,13,0,8,0.9019999999999999,194.0,63.0,133.2,30.4,0.5856,-11,6.0,15.0,-9.0,13,1.042,205.8,74.4,142.2,34.6,0.7525999999999999,11,15.0,6.0,9.0,-0.14000000000000012,-11.800000000000011,-11.400000000000006,-9.0,-4.200000000000003,-0.16699999999999993
Breeze,NRG,13,MIBR,3,1,13,1.394,233.0,85.0,154.8,33.2,0.8462,39,11.0,5.0,6.0,3,0.576,127.6,43.8,89.6,27.4,0.4516,-39,5.0,11.0,-6.0,0.818,105.4,41.2,65.20000000000002,5.800000000000004,0.39459999999999995
Breeze,SEN,11,FUR,13,0,11,0.96,184.6,66.0,127.2,38.2,0.6266,0,11.0,13.0,-2.0,13,1.014,189.6,73.4,121.8,25.2,0.673,0,13.0,11.0,2.0,-0.05400000000000005,-5.0,-7.400000000000006,5.400000000000006,13.000000000000004,-0.0464
Breeze,SEN,9,G2,13,0,9,0.85,181.0,56.6,127.6,28.8,0.5338,-23,8.0,14.0,-6.0,13,1.152,220.4,75.6,148.0,38.8,0.7628,23,14.0,8.0,6.0,-0.30199999999999994,-39.400000000000006,-18.999999999999993,-20.400000000000006,-9.999999999999996,-0.22899999999999998
Breeze,SEN,13,NRG,11,1,13,1.028,204.2,70.0,131.0,26.4,0.6644,8,12.0,12.0,0.0,11,0.958,190.0,69.0,124.6,26.8,0.5988,-8,12.0,12.0,0.0,0.07000000000000006,14.199999999999989,1.0,6.400000000000006,-0.40000000000000213,0.06559999999999999
Corrode,100T,14,EG,12,1,14,1.1400000000000001,217.8,79.2,140.0,26.8,0.7236,12,18.0,8.0,10.0,12,0.8720000000000001,190.6,64.6,125.2,32.4,0.5948,-12,8.0,18.0,-10.0,0.268,27.200000000000017,14.600000000000009,14.799999999999997,-5.599999999999998,0.12880000000000003
Corrode,100T,13,SEN,11,1,13,1.054,201.6,74.2,133.2,37.8,0.6928,7,11.0,13.0,-2.0,11,0.962,198.4,66.0,133.2,24.4,0.6072,-7,13.0,11.0,2.0,0.09200000000000008,3.1999999999999886,8.200000000000003,0.0,13.399999999999999,0.08560000000000001
Corrode,2G,12,FUR,14,0,12,0.978,207.2,76.8,132.8,28.2,0.6424000000000001,0,18.0,8.0,10.0,14,1.064,210.2,80.0,132.0,29.4,0.7044,0,8.0,18.0,-10.0,-0.08600000000000008,-3.0,-3.200000000000003,0.8000000000000114,-1.1999999999999993,-0.061999999999999944
Corrode,ENVY,5,EG,13,0,5,0.74,160.8,66.8,100.8,32.8,0.5158,-27,8.0,10.0,-2.0,13,1.266,229.8,78.8,156.6,28.4,0.6606,26,10.0,8.0,2.0,-0.526,-69.0,-12.0,-55.8,4.399999999999999,-0.14479999999999993
Corrode,ENVY,13,EG,10,1,13,1.032,195.4,71.4,125.0,31.4,0.662,4,10.0,13.0,-3.0,10,0.9199999999999999,190.6,72.2,127.4,30.2,0.6277999999999999,-4,13.0,10.0,3.0,0.1120000000000001,4.800000000000011,-0.7999999999999972,-2.4000000000000057,1.1999999999999993,0.03420000000000012
Corrode,FUR,6,EG,13,0,6,0.702,165.4,60.0,111.0,30.8,0.518,-29,6.0,13.0,-7.0,13,1.312,244.6,80.8,156.2,32.2,0.841,29,13.0,6.0,7.0,-0.6100000000000001,-79.19999999999999,-20.799999999999997,-45.19999999999999,-1.4000000000000021,-0.32299999999999995
Corrode,FUR,2,G2,13,0,2,0.734,169.8,65.2,117.4,26.8,0.529,-22,7.0,8.0,-1.0,13,1.224,230.2,86.6,138.6,27.4,0.7662,22,8.0,7.0,1.0,-0.49,-60.39999999999998,-21.39999999999999,-21.19999999999999,-0.5999999999999979,-0.23719999999999997
Corrode,G2,3,100T,13,0,3,0.612,145.6,61.4,97.6,20.8,0.48040000000000005,-32,4.0,12.0,-8.0,13,1.358,225.2,85.2,144.8,28.0,0.833,32,12.0,4.0,8.0,-0.7460000000000001,-79.6,-23.800000000000004,-47.20000000000002,-7.199999999999999,-0.3525999999999999
Corrode,G2,13,C9,11,1,13,1.068,216.2,76.0,140.2,23.2,0.7476,12,13.0,11.0,2.0,11,0.944,185.8,66.2,117.0,24.6,0.6,-12,11.0,13.0,-2.0,0.12400000000000011,30.399999999999977,9.799999999999997,23.19999999999999,-1.4000000000000021,0.14760000000000006
Corrode,G2,11,EG,13,0,11,1.008,206.6,71.8,129.4,29.8,0.6848,0,11.0,13.0,-2.0,13,0.952,200.8,69.0,132.2,35.2,0.6728,0,13.0,11.0,2.0,0.05600000000000005,5.799999999999983,2.799999999999997,-2.799999999999983,-5.400000000000002,0.01200000000000001
Corrode,LEV,10,C9,13,0,10,0.8640000000000001,192.8,68.0,126.8,27.6,0.6224000000000001,-7,12.0,11.0,1.0,13,1.1280000000000001,211.0,82.8,138.2,27.0,0.7382000000000001,7,11.0,12.0,-1.0,-0.264,-18.19999999999999,-14.799999999999997,-11.399999999999991,0.6000000000000014,-0.11580000000000001
Corrode,MIBR,13,ENVY,11,1,13,1.162,228.2,82.6,151.6,32.8,0.7434000000000001,16,13.0,11.0,2.0,11,0.85,194.4,66.0,134.4,33.6,0.5938,-16,11.0,13.0,-2.0,0.31199999999999994,33.79999999999998,16.599999999999994,17.19999999999999,-0.8000000000000043,0.14960000000000007
Corrode,MIBR,7,G2,13,0,7,0.874,205.4,70.0,134.4,34.4,0.638,-9,7.0,13.0,-6.0,13,1.1199999999999999,221.8,74.0,142.6,25.6,0.7482,9,13.0,7.0,6.0,-0.24599999999999989,-16.400000000000006,-4.0,-8.199999999999989,8.799999999999997,-0.11019999999999996
Corrode,MIBR,13,NRG,5,1,13,1.168,213.2,73.4,137.2,32.6,0.7442,19,9.0,9.0,0.0,5,0.768,172.6,64.2,117.0,33.8,0.5700000000000001,-19,9.0,9.0,0.0,0.3999999999999999,40.599999999999994,9.200000000000003,20.19999999999999,-1.1999999999999957,0.1741999999999999
Corrode,NRG,13,100T,11,1,13,1.076,198.8,71.8,127.6,26.0,0.6926,4,17.0,7.0,10.0,11,0.922,180.2,75.0,115.8,32.2,0.6204,-4,7.0,17.0,-10.0,0.15400000000000003,18.600000000000023,-3.200000000000003,11.799999999999997,-6.200000000000003,0.07220000000000004
Corrode,NRG,13,C9,2,1,13,1.432,242.4,85.4,153.8,25.0,0.8038000000000001,32,14.0,1.0,13.0,2,0.6020000000000001,145.6,54.6,99.6,28.8,0.46180000000000004,-32,1.0,14.0,-13.0,0.8299999999999998,96.80000000000001,30.800000000000004,54.20000000000002,-3.8000000000000007,0.342
Corrode,NRG,13,G2,10,1,13,1.074,212.2,73.2,139.8,24.0,0.6944,6,12.0,11.0,1.0,10,0.9199999999999999,183.6,66.2,116.0,26.2,0.6364,-6,11.0,12.0,-1.0,0.15400000000000014,28.599999999999994,7.0,23.80000000000001,-2.1999999999999993,0.05800000000000005
Corrode,NRG,13,LOUD,9,1,13,1.176,207.8,76.4,135.8,22.8,0.7388,19,12.0,10.0,2.0,9,0.79,159.4,53.4,103.4,31.0,0.5364,-19,10.0,12.0,-2.0,0.3859999999999999,48.400000000000006,23.000000000000007,32.400000000000006,-8.2,0.20240000000000002
Corrode,SEN,13,C9,10,1,13,1.0799999999999998,205.8,78.4,125.8,23.6,0.697,9,12.0,11.0,1.0,10,0.924,189.6,75.6,119.2,21.8,0.6284,-9,11.0,12.0,-1.0,0.1559999999999998,16.200000000000017,2.8000000000000114,6.599999999999994,1.8000000000000007,0.0686
Corrode,SEN,13,EG,4,1,13,1.354,238.4,83.2,147.2,27.0,0.77,30,13.0,4.0,9.0,4,0.588,155.8,56.6,97.2,27.4,0.4962,-30,4.0,13.0,-9.0,0.7660000000000001,82.6,26.6,49.999999999999986,-0.3999999999999986,0.27380000000000004
Corrode,SEN,13,G2,8,1,13,1.184,218.2,81.8,136.4,23.8,0.8008,23,17.0,4.0,13.0,8,0.828,177.6,63.8,126.8,27.8,0.5546,-23,4.0,17.0,-13.0,0.356,40.599999999999994,18.0,9.600000000000009,-4.0,0.24619999999999997
Corrode,SEN,10,LEV,13,0,10,0.9719999999999999,185.2,70.4,123.0,25.6,0.6628000000000001,-5,13.0,10.0,3.0,13,1.012,194.8,66.8,122.2,27.4,0.6682,5,10.0,13.0,-3.0,-0.04000000000000015,-9.600000000000023,3.6000000000000085,0.7999999999999972,-1.7999999999999972,-0.00539999999999996
Corrode,SEN,8,NRG,13,0,8,0.818,166.8,67.6,112.0,28.2,0.5454,-15,7.0,14.0,-7.0,13,1.082,205.0,78.0,130.2,29.2,0.7378,15,14.0,7.0,7.0,-0.2640000000000001,-38.19999999999999,-10.400000000000006,-18.19999999999999,-1.0,-0.19240000000000002
Fracture,100T,13,EG,10,1,13,1.088,210.2,69.6,138.0,30.6,0.667,11,14.0,9.0,5.0,10,0.9359999999999999,194.2,67.0,129.4,25.2,0.6246,-11,9.0,14.0,-5.0,0.15200000000000014,16.0,2.5999999999999943,8.599999999999994,5.400000000000002,0.04239999999999999
Fracture,100T,13,NRG,5,1,13,1.334,228.2,88.8,151.6,24.0,0.7574,26,12.0,6.0,6.0,5,0.772,180.8,78.8,127.2,19.4,0.5496000000000001,-26,6.0,12.0,-6.0,0.562,47.39999999999998,10.0,24.39999999999999,4.600000000000001,0.20779999999999987
Fracture,C9,5,EG,13,0,5,0.746,163.8,58.0,107.8,26.8,0.5058,-27,8.0,10.0,-2.0,13,1.286,227.2,77.8,142.0,23.4,0.7926,27,10.0,8.0,2.0,-0.54,-63.39999999999998,-19.799999999999997,-34.2,3.400000000000002,-0.28679999999999994
Fracture,C9,9,EG,13,0,9,0.89,187.6,70.8,125.8,22.4,0.595,-17,11.0,11.0,0.0,13,1.124,217.2,78.0,138.4,26.2,0.7332,16,11.0,11.0,0.0,-0.2340000000000001,-29.599999999999994,-7.200000000000003,-12.600000000000009,-3.8000000000000007,-0.1382
Fracture,C9,13,FUR,9,1,13,1.0379999999999998,213.2,71.8,139.0,25.6,0.6496000000000001,-5,10.0,12.0,-2.0,9,0.9879999999999999,218.4,79.2,143.8,23.8,0.7102,5,12.0,10.0,2.0,0.04999999999999993,-5.200000000000017,-7.400000000000006,-4.800000000000011,1.8000000000000007,-0.06059999999999999
Fracture,C9,13,NRG,5,1,13,1.234,221.8,79.0,139.0,30.0,0.7264,16,10.0,8.0,2.0,5,0.808,185.2,69.0,122.4,21.0,0.571,-17,8.0,10.0,-2.0,0.42599999999999993,36.60000000000002,10.0,16.599999999999994,9.0,0.1554000000000001
Fracture,C9,13,SEN,6,1,13,1.3039999999999998,227.4,82.0,143.8,24.2,0.7966,29,9.0,10.0,-1.0,6,0.692,158.0,57.8,108.6,24.0,0.5074,-29,10.0,9.0,1.0,0.6119999999999999,69.4,24.200000000000003,35.20000000000002,0.1999999999999993,0.2892
Fracture,EG,9,C9,13,0,9,1.06,215.2,73.6,144.4,23.6,0.6618,-2,9.0,13.0,-4.0,13,1.032,217.4,73.6,143.4,18.6,0.6944000000000001,2,13.0,9.0,4.0,0.028000000000000025,-2.200000000000017,0.0,1.0,5.0,-0.03260000000000007
Fracture,EG,13,FUR,7,1,13,1.238,232.0,81.0,148.6,22.6,0.7584,26,11.0,9.0,2.0,7,0.762,178.8,61.0,121.8,20.2,0.5194,-26,9.0,11.0,-2.0,0.476,53.19999999999999,20.0,26.799999999999997,2.400000000000002,0.239
Fracture,EG,13,MIBR,5,1,13,1.316,227.4,80.2,149.2,22.0,0.7866,23,12.0,7.0,5.0,5,0.738,164.2,62.2,109.8,25.0,0.5038,-24,6.0,11.0,-5.0,0.5780000000000001,63.20000000000002,18.0,39.39999999999999,-3.0,0.28279999999999994
Fracture,EG,8,NRG,13,0,8,0.842,173.0,68.4,113.0,33.0,0.5641999999999999,-17,7.0,14.0,-7.0,13,1.134,210.4,69.4,134.0,26.6,0.7354,17,14.0,7.0,7.0,-0.2919999999999999,-37.400000000000006,-1.0,-21.0,6.399999999999999,-0.17120000000000013
Fracture,EG,13,SEN,6,1,13,1.1800000000000002,207.4,83.0,138.2,26.6,0.7492,19,13.0,6.0,7.0,6,0.876,173.0,60.2,117.2,22.4,0.5478,-19,6.0,13.0,-7.0,0.30400000000000016,34.400000000000006,22.799999999999997,20.999999999999986,4.200000000000003,0.20140000000000002
Fracture,FUR,7,100T,13,0,7,0.77,155.0,67.0,99.2,23.8,0.5276,-19,6.0,14.0,-8.0,13,1.186,205.4,82.0,131.0,28.8,0.7398,19,14.0,6.0,8.0,-0.4159999999999999,-50.400000000000006,-15.0,-31.799999999999997,-5.0,-0.21220000000000006
Fracture,FUR,7,EG,13,0,7,0.8960000000000001,193.0,69.0,128.0,26.6,0.5906,-8,7.0,13.0,-6.0,13,1.1320000000000001,210.8,77.0,143.4,30.4,0.7554000000000001,8,13.0,7.0,6.0,-0.236,-17.80000000000001,-8.0,-15.400000000000006,-3.799999999999997,-0.16480000000000006
Fracture,G2,11,LEV,13,0,11,0.9339999999999999,194.4,73.4,122.8,21.8,0.629,-9,16.0,8.0,8.0,13,1.068,221.2,79.2,142.6,32.6,0.7426,9,8.0,16.0,-8.0,-0.13400000000000012,-26.799999999999983,-5.799999999999997,-19.799999999999997,-10.8,-0.11360000000000003
Fracture,G2,13,LEV,9,1,13,1.098,225.4,75.4,151.2,21.4,0.6858,2,13.0,9.0,4.0,9,0.984,221.8,73.8,148.8,29.0,0.682,-3,9.0,13.0,-4.0,0.1140000000000001,3.5999999999999943,1.6000000000000085,2.3999999999999773,-7.600000000000001,0.0037999999999999146
Fracture,G2,13,SEN,5,1,13,1.242,212.6,82.2,131.2,22.8,0.7694,28,12.0,6.0,6.0,5,0.778,158.0,58.0,115.0,28.2,0.5128,-28,6.0,12.0,-6.0,0.46399999999999997,54.599999999999994,24.200000000000003,16.19999999999999,-5.399999999999999,0.25659999999999994
Fracture,LEV,13,ENVY,4,1,13,1.3599999999999999,233.4,90.4,147.4,29.0,0.8230000000000001,32,12.0,5.0,7.0,4,0.658,149.4,56.6,97.4,30.0,0.47519999999999996,-32,5.0,12.0,-7.0,0.7019999999999998,84.0,33.800000000000004,50.0,-1.0,0.3478000000000001
Fracture,LEV,13,NRG,15,0,13,0.9119999999999999,170.2,69.2,112.8,24.8,0.6060000000000001,-7,12.0,15.0,-3.0,15,1.1,192.4,73.6,129.4,23.2,0.6774,6,16.0,13.0,3.0,-0.18800000000000017,-22.200000000000017,-4.3999999999999915,-16.60000000000001,1.6000000000000014,-0.07139999999999991
Fracture,LOUD,13,EG,9,1,13,1.1119999999999999,210.4,74.6,140.2,28.4,0.6774,3,10.0,12.0,-2.0,9,0.944,206.0,71.0,135.2,21.6,0.6258,-3,12.0,10.0,2.0,0.16799999999999993,4.400000000000006,3.5999999999999943,5.0,6.799999999999997,0.05159999999999998
Fracture,LOUD,13,NRG,11,1,13,1.068,213.8,74.2,135.6,26.0,0.6974,11,12.0,12.0,0.0,11,0.954,193.2,69.2,129.2,20.4,0.6264000000000001,-11,12.0,12.0,0.0,0.1140000000000001,20.600000000000023,5.0,6.400000000000006,5.600000000000001,0.07099999999999995
Fracture,MIBR,13,100T,6,1,13,1.194,221.0,79.0,138.8,31.0,0.7644,16,13.0,6.0,7.0,6,0.8300000000000001,179.6,67.4,119.4,35.0,0.5736,-16,6.0,13.0,-7.0,0.3639999999999999,41.400000000000006,11.599999999999994,19.400000000000006,-4.0,0.19079999999999997
Fracture,MIBR,6,SEN,13,0,6,0.882,196.2,71.6,129.4,23.8,0.6394,-11,8.0,11.0,-3.0,13,1.152,227.2,76.8,155.2,28.4,0.728,11,11.0,8.0,3.0,-0.2699999999999999,-31.0,-5.200000000000003,-25.799999999999983,-4.599999999999998,-0.08860000000000001
Fracture,NRG,13,100T,3,1,13,1.242,217.2,78.8,142.6,20.6,0.7172,20,7.0,9.0,-2.0,3,0.742,171.0,66.2,114.8,27.0,0.5314,-20,9.0,7.0,2.0,0.5,46.19999999999999,12.599999999999994,27.799999999999997,-6.399999999999999,0.18579999999999997
Fracture,NRG,12,C9,14,0,12,1.042,203.2,75.6,132.0,27.8,0.6544000000000001,8,13.0,12.0,1.0,14,0.914,183.2,74.0,122.4,21.2,0.5922,-9,13.0,14.0,-1.0,0.128,20.0,1.5999999999999943,9.599999999999994,6.600000000000001,0.062200000000000144
Fracture,NRG,13,FUR,4,1,13,1.406,210.8,85.6,140.0,25.6,0.7806,32,11.0,6.0,5.0,4,0.544,122.2,57.6,81.6,28.8,0.462,-32,6.0,11.0,-5.0,0.8619999999999999,88.60000000000001,27.999999999999993,58.400000000000006,-3.1999999999999993,0.31859999999999994
Fracture,SEN,13,100T,11,1,13,1.092,215.4,77.4,146.8,22.2,0.6841999999999999,12,10.0,14.0,-4.0,11,0.9019999999999999,178.8,70.8,116.6,31.0,0.6028,-12,14.0,10.0,4.0,0.19000000000000017,36.599999999999994,6.6000000000000085,30.200000000000017,-8.8,0.08139999999999992
Fracture,SEN,11,NRG,13,0,11,0.9380000000000001,176.6,67.0,116.8,26.6,0.5858,-9,10.0,14.0,-4.0,13,0.992,194.0,79.2,129.2,23.4,0.6890000000000001,9,14.0,10.0,4.0,-0.05399999999999994,-17.400000000000006,-12.200000000000003,-12.399999999999991,3.200000000000003,-0.10320000000000007
Haven,100T,13,EG,7,1,13,1.082,207.2,76.0,136.2,29.0,0.6584000000000001,8,11.0,9.0,2.0,7,0.9359999999999999,199.6,73.0,133.2,38.0,0.6548,-8,9.0,11.0,-2.0,0.14600000000000013,7.599999999999994,3.0,3.0,-9.0,0.0036000000000000476
Haven,100T,13,EG,8,1,13,1.1320000000000001,206.0,74.2,131.2,25.4,0.7112,16,12.0,9.0,3.0,8,0.834,181.6,63.8,126.0,24.6,0.5648,-16,9.0,12.0,-3.0,0.29800000000000015,24.400000000000006,10.400000000000006,5.199999999999989,0.7999999999999972,0.14640000000000009
Haven,100T,13,EG,11,1,13,0.97,182.0,62.0,119.8,29.0,0.5788,-6,10.0,14.0,-4.0,11,1.006,189.8,68.4,125.0,28.2,0.6504,6,14.0,10.0,4.0,-0.03600000000000003,-7.800000000000011,-6.400000000000006,-5.200000000000003,0.8000000000000007,-0.0716
Haven,100T,13,LEV,10,1,13,1.0699999999999998,203.6,74.0,138.6,29.4,0.73,8,15.0,8.0,7.0,10,0.966,196.8,67.0,132.6,39.4,0.6242,-8,8.0,15.0,-7.0,0.10399999999999987,6.799999999999983,7.0,6.0,-10.0,0.1058
Haven,100T,6,LOUD,13,0,6,0.858,179.0,58.6,116.2,31.0,0.5446,-19,6.0,13.0,-7.0,13,1.144,221.2,81.0,142.2,29.4,0.767,19,13.0,6.0,7.0,-0.2859999999999999,-42.19999999999999,-22.4,-25.999999999999986,1.6000000000000014,-0.22240000000000004
Haven,100T,13,NRG,11,1,13,1.078,197.4,76.0,134.8,26.8,0.6746000000000001,5,12.0,12.0,0.0,11,0.9480000000000001,200.0,68.4,133.0,21.6,0.64,-5,12.0,12.0,0.0,0.13,-2.5999999999999943,7.599999999999994,1.8000000000000114,5.199999999999999,0.034600000000000075
Haven,100T,10,SEN,13,0,10,0.908,176.4,65.6,114.4,21.8,0.5913999999999999,-16,10.0,13.0,-3.0,13,1.072,200.4,76.6,129.0,19.0,0.6858,16,13.0,10.0,3.0,-0.16400000000000003,-24.0,-11.0,-14.599999999999994,2.8000000000000007,-0.09440000000000004
Haven,2G,11,EG,13,0,11,0.932,203.6,65.0,134.6,32.2,0.6634,-4,14.0,10.0,4.0,13,1.066,218.2,81.0,142.8,26.6,0.6881999999999999,4,10.0,14.0,-4.0,-0.134,-14.599999999999994,-16.0,-8.200000000000017,5.600000000000001,-0.024799999999999933
Haven,2G,7,FUR,13,0,7,0.9400000000000001,197.4,75.0,129.0,30.6,0.6274,-5,11.0,9.0,2.0,13,1.052,205.2,74.0,133.0,26.8,0.7150000000000001,4,9.0,11.0,-2.0,-0.11199999999999999,-7.799999999999983,1.0,-4.0,3.8000000000000007,-0.08760000000000012
Haven,2G,5,G2,13,0,5,0.73,166.8,61.4,118.2,39.8,0.5372,-28,9.0,9.0,0.0,13,1.28,228.4,82.2,142.2,17.6,0.7166,28,9.0,9.0,0.0,-0.55,-61.599999999999994,-20.800000000000004,-23.999999999999986,22.199999999999996,-0.1794
Haven,2G,4,SEN,13,0,4,0.6559999999999999,141.8,48.2,97.2,33.2,0.5346,-30,7.0,10.0,-3.0,13,1.3039999999999998,215.0,81.0,135.2,29.8,0.795,30,10.0,7.0,3.0,-0.6479999999999999,-73.19999999999999,-32.8,-37.999999999999986,3.400000000000002,-0.2604000000000001
Haven,C9,13,100T,9,1,13,0.994,199.2,77.4,126.8,20.6,0.7121999999999999,1,11.0,11.0,0.0,9,1.012,194.4,70.0,129.8,32.8,0.6746000000000001,-1,11.0,11.0,0.0,-0.018000000000000016,4.799999999999983,7.400000000000006,-3.000000000000014,-12.199999999999996,0.037599999999999856
Haven,C9,13,EG,10,1,13,0.9880000000000001,202.4,64.4,127.6,19.4,0.6768,6,10.0,13.0,-3.0,10,0.9880000000000001,181.0,68.8,118.4,28.6,0.624,-6,13.0,10.0,3.0,0.0,21.400000000000006,-4.3999999999999915,9.199999999999989,-9.200000000000003,0.05279999999999996
Haven,C9,9,ENVY,13,0,9,0.9480000000000001,195.6,67.4,129.8,23.4,0.5678,-7,7.0,15.0,-8.0,13,1.07,205.2,68.2,131.2,25.0,0.6756,7,15.0,7.0,8.0,-0.122,-9.599999999999994,-0.7999999999999972,-1.3999999999999773,-1.6000000000000014,-0.1078
Haven,C9,13,FUR,5,1,13,1.25,225.6,88.8,144.6,31.8,0.8103999999999999,27,11.0,7.0,4.0,5,0.6839999999999999,159.0,62.2,108.2,36.2,0.5154,-27,7.0,11.0,-4.0,0.5660000000000001,66.6,26.599999999999994,36.39999999999999,-4.400000000000002,0.29499999999999993
Haven,C9,5,LEV,13,0,5,0.768,159.4,62.4,106.6,31.2,0.533,-22,7.0,11.0,-4.0,13,1.222,207.2,75.4,136.0,34.6,0.7769999999999999,22,11.0,7.0,4.0,-0.45399999999999996,-47.79999999999998,-13.000000000000007,-29.400000000000006,-3.400000000000002,-0.24399999999999988
Haven,C9,13,LEV,8,1,13,1.0779999999999998,196.0,67.6,129.2,26.8,0.6664,8,12.0,9.0,3.0,8,0.86,186.4,62.6,124.2,25.6,0.5838,-8,9.0,12.0,-3.0,0.21799999999999986,9.599999999999994,4.999999999999993,4.999999999999986,1.1999999999999993,0.0826
Haven,C9,11,MIBR,13,0,11,0.944,186.8,78.4,116.6,27.8,0.6624,-8,10.0,14.0,-4.0,13,1.038,200.2,79.2,130.2,31.0,0.6706000000000001,8,14.0,10.0,4.0,-0.09400000000000008,-13.399999999999977,-0.7999999999999972,-13.599999999999994,-3.1999999999999993,-0.008200000000000096
Haven,C9,12,NRG,14,0,12,0.9880000000000001,199.4,71.4,133.2,25.4,0.649,-6,15.0,11.0,4.0,14,1.028,209.2,67.0,136.8,27.4,0.655,6,11.0,15.0,-4.0,-0.039999999999999925,-9.799999999999983,4.400000000000006,-3.6000000000000227,-2.0,-0.006000000000000005
Haven,EG,9,100T,13,0,9,0.772,169.8,66.4,112.4,27.6,0.525,-25,9.0,13.0,-4.0,13,1.228,225.8,74.6,146.2,21.4,0.7646,25,13.0,9.0,4.0,-0.45599999999999996,-56.0,-8.199999999999989,-33.79999999999998,6.200000000000003,-0.23959999999999992
Haven,EG,10,FUR,13,0,10,0.8,173.8,61.2,113.4,20.6,0.506,-27,8.0,15.0,-7.0,13,1.174,222.4,71.4,141.8,26.6,0.736,27,15.0,8.0,7.0,-0.3739999999999999,-48.599999999999994,-10.200000000000003,-28.400000000000006,-6.0,-0.22999999999999998
Haven,EG,10,LOUD,13,0,10,0.8380000000000001,186.8,63.6,118.6,20.8,0.5676,-17,4.0,19.0,-15.0,13,1.1480000000000001,221.4,87.0,143.0,26.4,0.7872,17,19.0,4.0,15.0,-0.31000000000000005,-34.599999999999994,-23.4,-24.400000000000006,-5.599999999999998,-0.21960000000000002
Haven,EG,13,NRG,11,1,13,1.028,181.8,76.8,119.4,24.6,0.6778000000000001,2,13.0,11.0,2.0,11,0.9359999999999999,178.8,70.8,118.0,22.0,0.6397999999999999,-2,11.0,13.0,-2.0,0.09200000000000008,3.0,6.0,1.4000000000000057,2.6000000000000014,0.038000000000000145
Haven,EG,4,SEN,13,0,4,0.736,158.0,56.6,107.8,42.8,0.5216000000000001,-25,8.0,9.0,-1.0,13,1.244,226.6,78.8,147.6,36.2,0.7696,25,9.0,8.0,1.0,-0.508,-68.6,-22.199999999999996,-39.8,6.599999999999994,-0.2479999999999999
Haven,EG,7,SEN,13,0,7,0.806,167.0,62.0,116.0,37.2,0.5332,-16,8.0,12.0,-4.0,13,1.15,203.8,79.0,136.0,21.2,0.7,16,12.0,8.0,4.0,-0.34399999999999986,-36.80000000000001,-17.0,-20.0,16.000000000000004,-0.16679999999999995
Haven,ENVY,13,MIBR,1,1,13,1.2600000000000002,250.4,81.6,162.0,33.8,0.7826000000000001,21,5.0,9.0,-4.0,1,0.776,192.2,68.4,122.0,27.2,0.5984,-21,9.0,5.0,4.0,0.4840000000000002,58.20000000000002,13.199999999999989,40.0,6.599999999999998,0.18420000000000003
Haven,FUR,8,100T,13,0,8,0.85,187.8,64.8,121.6,17.2,0.5906,-15,12.0,9.0,3.0,13,1.19,217.6,77.0,139.6,28.6,0.7114,15,9.0,12.0,-3.0,-0.33999999999999997,-29.799999999999983,-12.200000000000003,-18.0,-11.400000000000002,-0.12080000000000002
